,tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,PlaneYear
222,N14250,Corporation,BOEING,06/02/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
223,N14308,Corporation,BOEING,09/24/1985,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
224,N14320,Corporation,BOEING,02/17/2004,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
225,N14324,Corporation,BOEING,07/01/1997,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
226,N14325,Corporation,BOEING,05/21/2008,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
227,N14334,Corporation,BOEING,09/02/1997,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
228,N14335,Corporation,BOEING,09/02/1997,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
229,N14336,Corporation,BOEING,06/20/2007,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
230,N14337,Corporation,BOEING,04/17/2007,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
231,N14341,Corporation,BOEING,04/17/2007,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
232,N14342,Corporation,BOEING,04/17/2007,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
233,N14346,Corporation,BOEING,09/15/1987,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
234,N14347,Corporation,BOEING,10/16/1987,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
235,N14358,Corporation,BOEING,03/22/2001,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
236,N143DA,Corporation,BOEING,10/16/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
237,N144DA,Corporation,BOEING,05/14/1999,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
238,N14505,Corporation,EMBRAER,10/31/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
239,N14508,Corporation,EMBRAER,11/01/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
240,N14514,Corporation,EMBRAER,10/31/2000,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
241,N14516,Corporation,EMBRAER,10/31/2000,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
242,N14522,Corporation,EMBRAER,02/07/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
243,N14542,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
244,N14543,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
245,N14562,Corporation,EMBRAER,06/27/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
246,N14568,Corporation,EMBRAER,06/24/2003,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
247,N14570,Corporation,EMBRAER,06/24/2003,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
248,N14573,Corporation,EMBRAER,10/01/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
249,N14601,Corporation,BOEING,02/11/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
250,N14604,Corporation,BOEING,02/16/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
251,N14605,Corporation,BOEING,03/02/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
252,N14609,Corporation,BOEING,05/05/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
253,N14613,Corporation,BOEING,07/26/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
254,N14628,Corporation,BOEING,04/19/1995,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
255,N14629,Corporation,BOEING,05/30/1995,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1965
256,N14639,Corporation,BOEING,08/01/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
257,N14645,Corporation,BOEING,10/01/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
258,N14652,Corporation,BOEING,01/23/1998,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
259,N14653,Corporation,BOEING,01/27/1998,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
260,N14654,Corporation,BOEING,02/11/1998,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
261,N14655,Corporation,BOEING,02/12/1998,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
262,N14664,Corporation,BOEING,05/15/2008,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
263,N14667,Corporation,BOEING,10/01/1998,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
264,N14668,Corporation,BOEING,10/20/1998,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
265,N14704,Corporation,BOEING,04/27/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
266,N14731,Corporation,BOEING,09/30/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
267,N14735,Corporation,BOEING,09/23/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
268,N14902,Corporation,EMBRAER,07/03/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
269,N14904,Corporation,EMBRAER,07/03/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
270,N14905,Corporation,EMBRAER,07/03/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
271,N14907,Corporation,EMBRAER,05/31/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
272,N14916,Corporation,EMBRAER,04/19/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
273,N14920,Corporation,EMBRAER,01/30/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
274,N14923,Corporation,EMBRAER,10/30/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
275,N14925,Corporation,EMBRAER,11/29/1997,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
276,N14930,Corporation,EMBRAER,12/03/1997,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
277,N14933,Corporation,EMBRAER,10/20/1997,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
278,N14937,Corporation,EMBRAER,02/23/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
279,N14938,Corporation,EMBRAER,02/23/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
280,N14939,Corporation,EMBRAER,02/23/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
281,N14940,Corporation,EMBRAER,02/23/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
282,N14942,Corporation,EMBRAER,07/22/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
283,N14943,Corporation,EMBRAER,07/22/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
284,N14945,Corporation,EMBRAER,07/22/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
285,N14947,Corporation,EMBRAER,07/22/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
286,N14950,Corporation,EMBRAER,06/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
287,N14952,Corporation,EMBRAER,01/04/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
288,N14953,Corporation,EMBRAER,12/31/1998,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
289,N14959,Corporation,EMBRAER,01/04/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
290,N14960,Corporation,EMBRAER,12/31/1998,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
291,N14972,Corporation,EMBRAER,09/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
292,N14974,Corporation,EMBRAER,09/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
293,N14977,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
294,N14991,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
295,N14993,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
296,N14998,Corporation,EMBRAER,10/30/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
297,N149AT,Corporation,BOEING,07/16/2004,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
298,N1501P,Corporation,BOEING,04/22/1997,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
299,N152DL,Corporation,BOEING,02/26/1997,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
300,N153DL,Corporation,BOEING,02/14/1997,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
301,N154AW,Corporation,BOEING,08/25/1999,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
302,N154DL,Corporation,BOEING,05/01/1997,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
303,N154SF,Corporation,CANADAIR,01/13/2003,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
304,N15509,Corporation,EMBRAER,10/31/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
305,N15527,Corporation,EMBRAER,04/05/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
306,N15572,Corporation,EMBRAER,10/02/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
307,N155AW,Corporation,BOEING,08/25/1999,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
308,N155DL,Corporation,BOEING,06/13/1997,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
309,N15659,Corporation,BOEING,02/04/2008,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
310,N156AW,Corporation,BOEING,08/25/1999,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
311,N156DL,Corporation,BOEING,07/22/1997,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
312,N15710,Corporation,BOEING,09/01/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
313,N15712,Corporation,BOEING,09/25/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
314,N157AW,Corporation,BOEING,08/25/1999,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
315,N158AW,Corporation,BOEING,08/25/1999,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
316,N15910,Corporation,EMBRAER,06/20/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
317,N15912,Corporation,EMBRAER,05/24/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
318,N15926,Corporation,EMBRAER,11/29/1997,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
319,N15932,Corporation,EMBRAER,12/03/1997,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
320,N15941,Corporation,EMBRAER,02/25/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
321,N15948,Corporation,EMBRAER,07/22/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
322,N15973,Corporation,EMBRAER,09/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
323,N15980,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
324,N15983,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
325,N15985,Corporation,EMBRAER,10/30/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
326,N15986,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
327,N1602,Corporation,BOEING,01/25/1999,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
328,N1603,Corporation,BOEING,02/08/1999,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
329,N1604R,Corporation,BOEING,04/29/1999,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
330,N1605,Corporation,BOEING,08/16/1999,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
331,N16065,Corporation,BOEING,06/14/1999,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
332,N1607B,Corporation,BOEING,04/24/2000,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
333,N1608,Corporation,BOEING,04/24/2000,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
334,N1609,Corporation,BOEING,04/26/2000,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
335,N160AW,Corporation,BOEING,02/28/2006,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
336,N1610D,Corporation,BOEING,04/27/2000,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
337,N16112,Corporation,EMBRAER,06/25/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
338,N1611B,Corporation,BOEING,05/16/2000,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
339,N1612T,Corporation,BOEING,06/01/2001,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
340,N1613B,Corporation,BOEING,08/13/2001,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
341,N16147,Corporation,EMBRAER,09/10/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
342,N16149,Corporation,EMBRAER,10/10/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
343,N16151,Corporation,EMBRAER,11/12/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
344,N16170,Corporation,EMBRAER,09/23/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
345,N16178,Corporation,EMBRAER,02/16/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
346,N16183,Corporation,EMBRAER,05/18/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
347,N161UW,Corporation,AIRBUS INDUSTRIE,01/18/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
348,N16217,Corporation,BOEING,08/03/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
349,N16234,Corporation,BOEING,08/06/1999,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
350,N162UW,Corporation,AIRBUS INDUSTRIE,02/15/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
351,N16301,Corporation,BOEING,04/07/2006,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
352,N16310,Corporation,BOEING,09/26/1985,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
353,N16339,Corporation,BOEING,03/28/2001,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
354,N163US,Corporation,AIRBUS INDUSTRIE,03/01/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
355,N164AW,Corporation,BOEING,07/06/2006,737-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
356,N16501,Corporation,EMBRAER,11/01/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
357,N16502,Corporation,EMBRAER,11/01/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
358,N16510,Corporation,EMBRAER,11/01/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
359,N16511,Corporation,EMBRAER,10/31/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
360,N16520,Corporation,EMBRAER,01/18/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
361,N16525,Corporation,EMBRAER,03/21/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
362,N16541,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
363,N16546,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
364,N16559,Corporation,EMBRAER,06/12/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
365,N16561,Corporation,EMBRAER,06/27/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
366,N16571,Corporation,EMBRAER,10/02/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
367,N165US,Corporation,AIRBUS INDUSTRIE,02/21/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
368,N16607,Corporation,BOEING,04/07/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
369,N16618,Corporation,BOEING,09/27/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
370,N16632,Corporation,BOEING,07/12/1995,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
371,N16642,Corporation,BOEING,09/18/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
372,N16646,Corporation,BOEING,12/02/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
373,N16647,Corporation,BOEING,11/25/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
374,N16648,Corporation,BOEING,12/05/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
375,N16649,Corporation,BOEING,12/22/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
376,N16650,Corporation,BOEING,12/24/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
377,N166AT,Corporation,BOEING,09/15/2004,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
378,N166AW,Corporation,BOEING,07/06/2006,737-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
379,N16701,Corporation,BOEING,03/30/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
380,N16703,Corporation,BOEING,04/08/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
381,N16709,Corporation,BOEING,09/01/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
382,N16713,Corporation,BOEING,09/25/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
383,N16732,Corporation,BOEING,08/25/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
384,N167AT,Corporation,BOEING,10/12/2004,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
385,N167US,Corporation,AIRBUS INDUSTRIE,03/26/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
386,N168AT,Corporation,BOEING,09/29/2004,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
387,N168AW,Corporation,BOEING,07/06/2006,737-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
388,N16911,Corporation,EMBRAER,06/12/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
389,N16918,Corporation,EMBRAER,03/07/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
390,N16919,Corporation,EMBRAER,02/22/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
391,N16927,Corporation,EMBRAER,11/29/1997,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
392,N16944,Corporation,EMBRAER,07/22/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
393,N16951,Corporation,EMBRAER,01/04/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
394,N16954,Corporation,EMBRAER,01/04/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
395,N16961,Corporation,EMBRAER,06/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
396,N16963,Corporation,EMBRAER,06/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
397,N16976,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
398,N16981,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
399,N16987,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
400,N16999,Corporation,EMBRAER,10/30/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
401,N169AT,Corporation,BOEING,11/16/2004,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
402,N169DZ,Corporation,BOEING,06/19/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
403,N169UW,Corporation,AIRBUS INDUSTRIE,03/22/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
404,N170US,Corporation,AIRBUS INDUSTRIE,05/21/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
405,N17104,Corporation,BOEING,08/01/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
406,N17105,Corporation,BOEING,08/19/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
407,N17108,Corporation,EMBRAER,06/25/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
408,N17115,Corporation,EMBRAER,06/26/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
409,N17122,Corporation,BOEING,08/14/1997,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
410,N17126,Corporation,BOEING,02/20/1998,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
411,N17128,Corporation,BOEING,03/20/1998,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
412,N17133,Corporation,BOEING,12/23/1998,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
413,N17138,Corporation,EMBRAER,05/28/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
414,N17139,Corporation,BOEING,02/07/2000,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
415,N17146,Corporation,EMBRAER,08/25/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
416,N17156,Corporation,CANADAIR,08/20/1997,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
417,N17159,Corporation,EMBRAER,03/17/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
418,N17169,Corporation,EMBRAER,09/01/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
419,N17175,Corporation,CANADAIR,01/07/1998,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
420,N17185,Corporation,EMBRAER,06/15/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
421,N17196,Corporation,EMBRAER,12/14/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
422,N171DN,Corporation,BOEING,06/12/1990,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
423,N171DZ,Corporation,BOEING,09/14/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
424,N171US,Corporation,AIRBUS INDUSTRIE,04/10/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
425,N17229,Corporation,BOEING,06/07/1999,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
426,N17231,Corporation,CANADAIR,07/01/1999,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
427,N17233,Corporation,BOEING,07/27/1999,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
428,N17244,Corporation,BOEING,11/03/1999,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
429,N17245,Corporation,BOEING,11/08/1999,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
430,N17275,Corporation,BOMBARDIER INC,12/28/1999,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
431,N172DN,Corporation,BOEING,06/25/1990,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
432,N172DZ,Corporation,BOEING,09/25/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
433,N172US,Corporation,AIRBUS INDUSTRIE,04/24/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
434,N17321,Corporation,BOEING,02/17/2004,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
435,N17326,Corporation,BOEING,06/13/2008,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
436,N17328,Corporation,BOEING,08/08/1986,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
437,N17329,Corporation,BOEING,07/16/2004,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
438,N17337,Corporation,BOMBARDIER INC,07/03/2000,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
439,N17344,Corporation,BOEING,04/17/2007,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
440,N17345,Corporation,BOEING,04/17/2007,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
441,N17356,Corporation,BOEING,09/02/2004,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
442,N173AT,Corporation,BOEING,01/03/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
443,N173DN,Corporation,BOEING,07/03/1990,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
444,N173DZ,Corporation,BOEING,11/03/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
445,N173UA,Corporation,BOEING,08/19/2004,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
446,N173US,Corporation,AIRBUS INDUSTRIE,04/30/2001,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
447,N174AT,Corporation,BOEING,01/25/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
